match_id,date,begin_at,end_at,team_1,team_2,team_1_id,team_2_id,team_1_score,team_2_score,winner,winner_id,status,match_type,number_of_games,league,serie,tournament,event_name
1513152,2026-06-15,2026-06-15T17:00:58Z,2026-06-15T20:39:36Z,Natus Vincere,G2,3216,3210,1,2,G2,3210,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1526459,2026-06-15,2026-06-15T18:05:48Z,2026-06-15T20:40:46Z,ReThink,Wingman,137967,135326,2,1,ReThink,137967,finished,best_of,3,ESEA,Advanced Europe,Playoffs,ESEA / Advanced Europe / Playoffs
1534439,2026-06-15,2026-06-15T20:16:21Z,2026-06-15T21:01:00Z,paiN Academy,ODDIK,131849,131253,0,1,ODDIK,131253,finished,best_of,1,Gamers Club Liga Série A,June,Group D,Gamers Club Liga Série A / June / Group D
1534441,2026-06-15,2026-06-15T21:14:23Z,2026-06-15T21:50:58Z,MIBR Academy,Hunters Rising,129800,138686,0,1,Hunters Rising,138686,finished,best_of,1,Gamers Club Liga Série A,June,Group C,Gamers Club Liga Série A / June / Group C
1525871,2026-06-15,2026-06-15T08:13:30Z,2026-06-15T09:42:03Z,Ground Zero,MARKandLARRY,125873,127125,2,0,Ground Zero,125873,finished,best_of,3,Dfrag,Open Series #5,Playoffs,Dfrag / Open Series #5 / Playoffs
1537571,2026-06-15,2026-06-15T21:21:56Z,2026-06-15T22:00:41Z,largadosypelados,HATERS,131848,138796,1,0,largadosypelados,131848,finished,best_of,1,Gamers Club Liga Série A,June,Group B,Gamers Club Liga Série A / June / Group B
1504768,2026-06-14,2026-06-14T10:38:38Z,2026-06-14T13:21:37Z,Nuclear TigeRES,Oxuji Esports,135673,133994,1,2,Oxuji Esports,133994,finished,best_of,3,European Pro League,Series 7,Playoffs,European Pro League / Series 7 / Playoffs
1534987,2026-06-14,2026-06-14T17:26:25Z,2026-06-14T20:36:25Z,Metizport,Alliance,129440,133725,1,2,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1517524,2026-06-14,2026-06-14T17:04:21Z,2026-06-14T18:59:51Z,illwill,Nuclear TigeRES,137511,135673,0,2,Nuclear TigeRES,135673,finished,best_of,3,NODWIN Clutch Series,—,Playoffs,NODWIN Clutch Series / Playoffs
1527911,2026-06-14,2026-06-14T17:43:50Z,2026-06-14T18:56:55Z,Bushido Wildcats,Eternal Fire Academy,136934,130059,2,0,Bushido Wildcats,136934,finished,best_of,3,TESFED League,—,Playoffs,TESFED League / Playoffs
1513149,2026-06-14,2026-06-14T17:00:51Z,2026-06-14T18:37:41Z,G2,Legacy,3210,133708,2,0,G2,3210,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1527910,2026-06-14,2026-06-14T16:05:19Z,2026-06-14T17:23:08Z,FULLPOWER,FUT Turkuaz,138772,137202,0,2,FUT Turkuaz,137202,finished,best_of,3,TESFED League,—,Playoffs,TESFED League / Playoffs
1533929,2026-06-14,2026-06-13T22:12:08Z,2026-06-14T00:28:58Z,Marsborne,Festina Lente,136318,138795,2,1,Marsborne,136318,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1533930,2026-06-14,2026-06-13T22:12:15Z,2026-06-14T00:38:17Z,Detonate,Iowa Stormboar,129547,138716,1,2,Iowa Stormboar,138716,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1534982,2026-06-14,2026-06-14T08:03:23Z,2026-06-14T09:26:09Z,Nexus,Noir Verse,126699,138812,2,0,Nexus,126699,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534983,2026-06-14,2026-06-14T08:03:17Z,2026-06-14T09:40:05Z,BASEMENT BOYS,Alliance,136516,133725,0,2,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1517521,2026-06-14,2026-06-14T08:11:09Z,2026-06-14T09:49:47Z,K27,Walczaki,135298,138610,2,0,K27,135298,finished,best_of,3,NODWIN Clutch Series,—,Playoffs,NODWIN Clutch Series / Playoffs
1530797,2026-06-14,2026-06-14T08:08:30Z,2026-06-14T09:58:46Z,WRAITH PCIFIC,Clutchain,138660,138496,0,2,Clutchain,138496,finished,best_of,3,United21,—,Playoffs,United21 / Playoffs
1519583,2026-06-14,2026-06-14T08:02:09Z,2026-06-14T10:48:21Z,illwill,Virtus.pro,137511,3288,2,1,illwill,137511,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1534984,2026-06-14,2026-06-14T11:02:13Z,2026-06-14T12:37:21Z,fnatic,Metizport,3217,129440,0,2,Metizport,129440,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534985,2026-06-14,2026-06-14T11:01:45Z,2026-06-14T13:21:20Z,Nexus,Alliance,126699,133725,1,2,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513146,2026-06-14,2026-06-14T15:22:42Z,2026-06-14T17:19:15Z,BetBoom Team,Vitality,133458,3455,0,2,Vitality,3455,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1517522,2026-06-14,2026-06-14T11:03:13Z,2026-06-14T13:26:18Z,HOTU,KOLESIE,130569,137112,2,0,HOTU,130569,finished,best_of,3,NODWIN Clutch Series,—,Playoffs,NODWIN Clutch Series / Playoffs
1519584,2026-06-14,2026-06-14T11:05:10Z,2026-06-14T13:38:00Z,SPARTA,Leo Team,136659,133269,1,2,Leo Team,133269,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1513145,2026-06-14,2026-06-14T12:00:54Z,2026-06-14T15:00:14Z,TheMongolz,Monte,3272,131441,2,1,TheMongolz,3272,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1513144,2026-06-14,2026-06-14T12:00:59Z,2026-06-14T15:01:53Z,MOUZ,FUT Esports,3240,136955,1,2,FUT Esports,136955,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1517523,2026-06-14,2026-06-14T14:09:05Z,2026-06-14T16:03:19Z,1WIN,TDK,126944,137948,0,2,TDK,137948,finished,best_of,3,NODWIN Clutch Series,—,Playoffs,NODWIN Clutch Series / Playoffs
1504769,2026-06-14,2026-06-14T13:36:23Z,2026-06-14T16:31:42Z,Infinite,Virtus.pro,127976,3288,2,1,Infinite,127976,finished,best_of,3,European Pro League,Series 7,Playoffs,European Pro League / Series 7 / Playoffs
1513147,2026-06-14,2026-06-14T15:19:59Z,2026-06-14T16:40:08Z,Aurora Gaming,9z,131505,126709,2,0,Aurora Gaming,131505,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1519586,2026-06-14,2026-06-14T17:16:51Z,2026-06-14T20:08:59Z,Ursa,GenOne,136900,128519,2,1,Ursa,136900,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1526460,2026-06-14,2026-06-14T17:55:52Z,2026-06-14T20:47:19Z,OLDBOYS PL,Arch,137474,138465,1,2,Arch,138465,finished,best_of,3,ESEA,Advanced Europe,Playoffs,ESEA / Advanced Europe / Playoffs
1519585,2026-06-14,2026-06-14T14:05:34Z,2026-06-14T16:50:49Z,ex-RUBY,INOX Division,137932,138617,1,2,INOX Division,138617,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1533932,2026-06-14,2026-06-14T22:09:49Z,2026-06-14T23:33:54Z,Marsborne,Iowa Stormboar,136318,138716,2,0,Marsborne,136318,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1533931,2026-06-14,2026-06-14T19:14:13Z,2026-06-14T21:00:12Z,Festina Lente,Iowa Stormboar,138795,138716,1,2,Iowa Stormboar,138716,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1534986,2026-06-14,2026-06-14T14:04:28Z,2026-06-14T16:50:26Z,fnatic,Alliance,3217,133725,1,2,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513148,2026-06-14,2026-06-14T17:41:29Z,2026-06-14T21:01:56Z,Natus Vincere,Team Falcons,3216,130564,1,2,Team Falcons,130564,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1534972,2026-06-13,2026-06-13T11:02:20Z,2026-06-13T12:39:18Z,Minkens finest,6666,137555,138811,0,2,6666,138811,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1533937,2026-06-13,2026-06-13T08:06:45Z,2026-06-13T09:36:38Z,Sashi Academy,Washed,133941,138580,0,2,Washed,138580,finished,best_of,3,Dust2.dk Ligaen,—,Group A,Dust2.dk Ligaen / Group A
1533926,2026-06-13,2026-06-13T01:12:09Z,2026-06-13T02:17:59Z,Club 333,Iowa Stormboar,138415,138716,0,2,Iowa Stormboar,138716,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1533923,2026-06-13,2026-06-13T01:18:39Z,2026-06-13T02:32:50Z,Marsborne,Overtake,136318,138652,2,0,Marsborne,136318,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1533924,2026-06-13,2026-06-13T01:18:41Z,2026-06-13T02:56:27Z,Festina Lente,Detonate,138795,129547,2,0,Festina Lente,138795,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1533925,2026-06-13,2026-06-13T01:42:04Z,2026-06-13T04:33:48Z,F5 Esports,Wanted Goons,134773,134333,1,2,Wanted Goons,134333,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1534958,2026-06-13,2026-06-13T08:02:45Z,2026-06-13T08:58:38Z,Alliance,Saab,133725,138810,2,0,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534962,2026-06-13,2026-06-13T08:01:35Z,2026-06-13T09:02:28Z,fnatic,Minkens finest,3217,137555,2,0,fnatic,3217,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534964,2026-06-13,2026-06-13T08:10:28Z,2026-06-13T09:29:59Z,BASEMENT BOYS,Gaming By Legends,136516,138489,2,0,BASEMENT BOYS,136516,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1519579,2026-06-13,2026-06-13T08:17:35Z,2026-06-13T09:48:46Z,Oxuji Esports,brazylijski luz,133994,132679,0,2,brazylijski luz,132679,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1534973,2026-06-13,2026-06-13T11:09:20Z,2026-06-13T12:39:03Z,Gaming By Legends, Gatorian,138489,138087,0,2, Gatorian,138087,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534963,2026-06-13,2026-06-13T08:02:10Z,2026-06-13T09:49:27Z,aimclub,6666,134320,138811,2,0,aimclub,134320,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534965,2026-06-13,2026-06-13T08:03:08Z,2026-06-13T10:41:45Z,Entropy, Gatorian,128258,138087,2,1,Entropy,128258,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534961,2026-06-13,2026-06-13T08:10:16Z,2026-06-13T11:01:51Z,Esport Academy Copenhagen,Noir Verse,138685,138812,2,1,Esport Academy Copenhagen,138685,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513137,2026-06-13,2026-06-13T09:00:52Z,2026-06-13T11:53:35Z,B8,FUT Esports,129381,136955,1,2,FUT Esports,136955,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1513136,2026-06-13,2026-06-13T09:00:57Z,2026-06-13T12:00:25Z,Natus Vincere,TheMongolz,3216,3272,2,1,Natus Vincere,3216,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1534959,2026-06-13,2026-06-13T08:29:02Z,2026-06-13T12:04:17Z,PURE,Nexus,138419,126699,1,2,Nexus,126699,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1504757,2026-06-13,2026-06-13T10:41:54Z,2026-06-13T12:16:06Z,Oxuji Esports,Misa Esports,133994,137075,2,0,Oxuji Esports,133994,finished,best_of,3,European Pro League,Series 7,Group B,European Pro League / Series 7 / Group B
1534960,2026-06-13,2026-06-13T08:04:12Z,2026-06-13T09:52:15Z,Metizport,Atputies,129440,129370,2,0,Metizport,129440,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534971,2026-06-13,2026-06-13T11:27:52Z,2026-06-13T12:57:28Z,Atputies,Noir Verse,129370,138812,0,2,Noir Verse,138812,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534970,2026-06-13,2026-06-13T12:29:06Z,2026-06-13T13:36:27Z,Saab,PURE,138810,138419,0,2,PURE,138419,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534977,2026-06-13,2026-06-13T15:06:06Z,2026-06-13T17:31:28Z,Entropy,Noir Verse,128258,138812,1,2,Noir Verse,138812,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1533944,2026-06-13,2026-06-13T12:21:10Z,2026-06-13T13:54:19Z,MASQ,Washed,138578,138580,0,2,Washed,138580,finished,best_of,3,Dust2.dk Ligaen,—,Playoffs,Dust2.dk Ligaen / Playoffs
1519580,2026-06-13,2026-06-13T11:05:29Z,2026-06-13T13:56:21Z,RUSTEC,HEROIC Academy,134815,136815,2,1,RUSTEC,134815,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1534969,2026-06-13,2026-06-13T11:12:53Z,2026-06-13T13:58:11Z,BASEMENT BOYS,Entropy,136516,128258,2,1,BASEMENT BOYS,136516,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513138,2026-06-13,2026-06-13T12:21:15Z,2026-06-13T14:14:09Z,Aurora Gaming,G2,131505,3210,2,0,Aurora Gaming,131505,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1534967,2026-06-13,2026-06-13T11:26:07Z,2026-06-13T15:19:16Z,Metizport,Esport Academy Copenhagen,129440,138685,2,1,Metizport,129440,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534966,2026-06-13,2026-06-13T12:27:48Z,2026-06-13T15:20:03Z,Alliance,Nexus,133725,126699,1,2,Nexus,126699,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1533943,2026-06-13,2026-06-13T12:21:02Z,2026-06-13T15:22:08Z,STATE,MASONIC,137861,127911,1,2,MASONIC,127911,finished,best_of,3,Dust2.dk Ligaen,—,Playoffs,Dust2.dk Ligaen / Playoffs
1513139,2026-06-13,2026-06-13T12:13:53Z,2026-06-13T15:25:52Z,Team Falcons,Monte,130564,131441,2,1,Team Falcons,130564,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1519581,2026-06-13,2026-06-13T14:23:49Z,2026-06-13T16:03:20Z,PsychoFace,G2 Ares,138537,135321,2,0,PsychoFace,138537,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1534975,2026-06-13,2026-06-13T15:05:54Z,2026-06-13T16:30:39Z,fnatic,BASEMENT BOYS,3217,136516,2,0,fnatic,3217,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534976,2026-06-13,2026-06-13T15:03:27Z,2026-06-13T16:33:07Z,PURE,aimclub,138419,134320,0,2,aimclub,134320,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534974,2026-06-13,2026-06-13T16:08:47Z,2026-06-13T17:20:35Z,Metizport,Nexus,129440,126699,2,0,Metizport,129440,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513140,2026-06-13,2026-06-13T14:34:54Z,2026-06-13T17:22:14Z,Vitality,MOUZ,3455,3240,2,1,Vitality,3455,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1534978,2026-06-13,2026-06-13T16:02:48Z,2026-06-13T17:36:43Z,Alliance,6666,133725,138811,2,0,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513143,2026-06-13,2026-06-13T18:55:31Z,2026-06-13T22:38:23Z,Spirit,9z,124523,126709,2,1,Spirit,124523,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1469385,2026-06-13,2026-06-13T14:05:20Z,2026-06-13T17:40:25Z,The Last Resort,Dripmen,130590,130594,3,1,The Last Resort,130590,finished,best_of,5,UKIC,Masters Division,Playoffs,UKIC / Masters Division / Playoffs
1513141,2026-06-13,2026-06-13T15:45:52Z,2026-06-13T18:34:45Z,PARIVISION,Legacy,133719,133708,0,2,Legacy,133708,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1527906,2026-06-13,2026-06-13T16:06:54Z,2026-06-13T18:48:55Z,Misa Esports,Fire Flux Esports,137075,135474,2,1,Misa Esports,137075,finished,best_of,3,TESFED League,—,Playoffs,TESFED League / Playoffs
1534979,2026-06-13,2026-06-13T16:06:11Z,2026-06-13T19:11:43Z,Esport Academy Copenhagen, Gatorian,138685,138087,2,1,Esport Academy Copenhagen,138685,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1513142,2026-06-13,2026-06-13T17:43:41Z,2026-06-13T19:23:35Z,BetBoom Team,FURIA,133458,124530,0,2,FURIA,124530,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1519582,2026-06-13,2026-06-13T17:06:45Z,2026-06-13T19:33:57Z,KOLESIE,Bebop,137112,137701,2,1,KOLESIE,137112,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1537055,2026-06-13,2026-06-13T16:53:28Z,2026-06-13T19:36:05Z,MASQ,STATE,138578,137861,1,2,STATE,137861,finished,best_of,3,Dust2.dk Ligaen,—,Playoffs,Dust2.dk Ligaen / Playoffs
1533945,2026-06-13,2026-06-13T16:53:25Z,2026-06-13T19:39:31Z,Washed,MASONIC,138580,127911,2,1,Washed,138580,finished,best_of,3,Dust2.dk Ligaen,—,Playoffs,Dust2.dk Ligaen / Playoffs
1534980,2026-06-13,2026-06-13T18:05:20Z,2026-06-13T20:14:15Z,aimclub,Noir Verse,134320,138812,1,2,Noir Verse,138812,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1534981,2026-06-13,2026-06-13T19:29:39Z,2026-06-13T20:56:30Z,Alliance,Esport Academy Copenhagen,133725,138685,2,0,Alliance,133725,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1533927,2026-06-13,2026-06-13T19:46:21Z,2026-06-13T21:28:57Z,Detonate,Wanted Goons,129547,134333,2,0,Detonate,129547,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1533928,2026-06-13,2026-06-13T19:43:38Z,2026-06-13T21:32:37Z,Iowa Stormboar,Overtake,138716,138652,2,1,Iowa Stormboar,138716,finished,best_of,3,NSTLGA League,—,Playoffs,NSTLGA League / Playoffs
1534968,2026-06-13,2026-06-13T11:03:13Z,2026-06-13T12:47:58Z,fnatic,aimclub,3217,134320,2,0,fnatic,3217,finished,best_of,3,ROG Journey,—,Playoffs,ROG Journey / Playoffs
1527907,2026-06-13,2026-06-13T19:08:04Z,2026-06-13T22:02:44Z,VENOM ESPOR,WRAITH PCIFIC,138773,138660,1,2,WRAITH PCIFIC,138660,finished,best_of,3,TESFED League,—,Playoffs,TESFED League / Playoffs
1533942,2026-06-13,2026-06-13T08:08:12Z,2026-06-13T10:21:48Z,struggletony,MASONIC,128432,127911,0,2,MASONIC,127911,finished,best_of,3,Dust2.dk Ligaen,—,Group B,Dust2.dk Ligaen / Group B
1504762,2026-06-12,2026-06-12T08:04:00Z,2026-06-12T10:10:59Z,against All authority,Young Ninjas,137790,128327,0,2,Young Ninjas,128327,finished,best_of,3,European Pro League,Series 7,Group C,European Pro League / Series 7 / Group C
1513132,2026-06-12,2026-06-12T14:40:07Z,2026-06-12T16:27:44Z,Natus Vincere,Legacy,3216,133708,2,0,Natus Vincere,3216,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1533939,2026-06-12,2026-06-12T16:22:03Z,2026-06-12T17:02:21Z,struggletony,MASONIC,128432,127911,0,1,MASONIC,127911,finished,best_of,1,Dust2.dk Ligaen,—,Group B,Dust2.dk Ligaen / Group B
1533934,2026-06-12,2026-06-12T16:08:12Z,2026-06-12T16:58:46Z,Sashi Academy,STATE,133941,137861,0,1,STATE,137861,finished,best_of,1,Dust2.dk Ligaen,—,Group A,Dust2.dk Ligaen / Group A
1533933,2026-06-12,2026-06-12T16:10:01Z,2026-06-12T16:58:34Z,Washed,Invicta,138580,137951,1,0,Washed,138580,finished,best_of,1,Dust2.dk Ligaen,—,Group A,Dust2.dk Ligaen / Group A
1536133,2026-06-12,2026-06-12T16:22:13Z,2026-06-12T16:58:21Z,Gaming By Legends,6666,138489,138811,0,1,6666,138811,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1536132,2026-06-12,2026-06-12T16:21:23Z,2026-06-12T16:58:10Z,Grillmix,1337HUANIA,138815,127004,0,1,1337HUANIA,127004,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1519577,2026-06-12,2026-06-12T14:13:50Z,2026-06-12T16:54:24Z,SPARTA,GenOne,136659,128519,1,2,GenOne,128519,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1527903,2026-06-12,2026-06-12T15:08:25Z,2026-06-12T16:52:19Z,FUT Turkuaz,Fire Flux Esports,137202,135474,0,2,Fire Flux Esports,135474,finished,best_of,3,TESFED League,—,Playoffs,TESFED League / Playoffs
1504752,2026-06-12,2026-06-12T14:07:08Z,2026-06-12T16:46:53Z,brazylijski luz,HyperSpirit,132679,133988,1,2,HyperSpirit,133988,finished,best_of,3,European Pro League,Series 7,Group A,European Pro League / Series 7 / Group A
1536149,2026-06-12,2026-06-12T16:18:49Z,2026-06-12T16:46:43Z,Nexus,Atputies,126699,129370,1,0,Nexus,126699,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536147,2026-06-12,2026-06-12T16:14:23Z,2026-06-12T16:44:44Z, Gatorian,XCLAN,138087,138712,1,0, Gatorian,138087,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536130,2026-06-12,2026-06-12T16:12:46Z,2026-06-12T16:32:48Z,Noir Verse,Saab,138812,138810,1,0,Noir Verse,138812,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1536148,2026-06-12,2026-06-12T16:07:34Z,2026-06-12T16:32:37Z,Benjis Anglar,Minkens finest,138816,137555,0,1,Minkens finest,137555,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536124,2026-06-12,2026-06-12T15:19:49Z,2026-06-12T16:02:02Z,6666,1337HUANIA,138811,127004,1,0,6666,138811,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1519575,2026-06-12,2026-06-12T08:07:59Z,2026-06-12T09:58:51Z,ex-RUBY,G2 Ares,137932,135321,2,0,ex-RUBY,137932,finished,best_of,3,CCT Europe,Series #4,Group Stage,CCT Europe / Series #4 / Group Stage
1536116,2026-06-12,2026-06-12T15:28:25Z,2026-06-12T15:53:45Z,Gaming By Legends,Saab,138489,138810,1,0,Gaming By Legends,138489,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1536145,2026-06-12,2026-06-12T15:31:03Z,2026-06-12T15:53:37Z,Nexus,XCLAN,126699,138712,1,0,Nexus,126699,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536146,2026-06-12,2026-06-12T15:12:51Z,2026-06-12T15:50:52Z,Atputies,Minkens finest,129370,137555,1,0,Atputies,129370,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536144,2026-06-12,2026-06-12T15:30:59Z,2026-06-12T15:50:46Z, Gatorian,Benjis Anglar,138087,138816,1,0, Gatorian,138087,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536109,2026-06-12,2026-06-12T15:05:45Z,2026-06-12T15:49:43Z,Noir Verse,Grillmix,138812,138815,1,0,Noir Verse,138812,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1513130,2026-06-12,2026-06-12T12:11:48Z,2026-06-12T14:49:34Z,FUT Esports,G2,136955,3210,1,2,G2,3210,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1530793,2026-06-12,2026-06-12T12:40:53Z,2026-06-12T14:30:59Z,Clutchain,ex-MANA eSports,138496,138777,2,0,Clutchain,138496,finished,best_of,3,United21,—,Playoffs,United21 / Playoffs
1513131,2026-06-12,2026-06-12T11:30:59Z,2026-06-12T14:19:56Z,PARIVISION,Monte,133719,131441,1,2,Monte,131441,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1504767,2026-06-12,2026-06-12T10:36:47Z,2026-06-12T13:31:06Z,GenOne,Virtus.pro,128519,3288,1,2,Virtus.pro,3288,finished,best_of,3,European Pro League,Series 7,Group D,European Pro League / Series 7 / Group D
1513128,2026-06-12,2026-06-12T09:02:15Z,2026-06-12T11:49:35Z,FURIA,MOUZ,124530,3240,2,1,FURIA,124530,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1526033,2026-06-12,2026-06-12T08:59:58Z,2026-06-12T11:41:01Z,Ding Cuts,DXA Esports,138015,133211,1,2,DXA Esports,133211,finished,best_of,3,Dfrag,Open Series #5,Group B,Dfrag / Open Series #5 / Group B
1525986,2026-06-12,2026-06-12T08:42:40Z,2026-06-12T11:08:44Z,MARKandLARRY,Abyssal,127125,138092,2,1,MARKandLARRY,127125,finished,best_of,3,Dfrag,Open Series #5,Group A,Dfrag / Open Series #5 / Group A
1513133,2026-06-12,2026-06-12T15:10:22Z,2026-06-12T17:05:53Z,Team Falcons,BetBoom Team,130564,133458,0,2,BetBoom Team,133458,finished,best_of,3,IEM,Cologne Major,Stage 3,IEM / Cologne Major / Stage 3
1533938,2026-06-12,2026-06-12T16:22:07Z,2026-06-12T17:07:09Z,XI Esport,MASQ,131591,138578,0,1,MASQ,138578,finished,best_of,1,Dust2.dk Ligaen,—,Group B,Dust2.dk Ligaen / Group B
1536152,2026-06-12,2026-06-12T17:09:19Z,2026-06-12T17:30:15Z,Benjis Anglar,Nexus,138816,126699,0,1,Nexus,126699,finished,best_of,1,ROG Journey,—,Group B,ROG Journey / Group B
1536136,2026-06-12,2026-06-12T17:11:40Z,2026-06-12T17:33:43Z,Grillmix,Gaming By Legends,138815,138489,0,1,Gaming By Legends,138489,finished,best_of,1,ROG Journey,—,Group A,ROG Journey / Group A
1526458,2026-06-12,2026-06-12T17:49:20Z,2026-06-12T20:39:48Z,OLDBOYS PL,Donstu Esports,137474,135981,2,1,OLDBOYS PL,137474,finished,best_of,3,ESEA,Advanced Europe,Playoffs,ESEA / Advanced Europe / Playoffs
1533935,2026-06-12,2026-06-12T17:58:16Z,2026-06-12T20:31:30Z,Washed,STATE,138580,137861,1,2,STATE,137861,finished,best_of,3,Dust2.dk Ligaen,—,Group A,Dust2.dk Ligaen / Group A
