series_id,start_time_scheduled,date,team_1,team_2,team_1_id,team_2_id,title,title_id,tournament,tournament_short_name,tournament_id,format,format_short_name,format_id,series_type,workflow_status,source
2955685,2026-06-03T19:00:00Z,2026-06-03,paiN Academy,ALKA,51588,56901,Counter Strike 2,28,Gamers Club Serie A: May 2026 (Playoffs),Playoffs,829622,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959687,2026-06-03T17:30:00Z,2026-06-03,Bushido Wildcats,Jumbo Team,55501,56696,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959686,2026-06-03T17:30:00Z,2026-06-03,LFO,G2 Ares,55639,53938,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959685,2026-06-03T17:30:00Z,2026-06-03,Rounds,Tincan,56968,56973,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959212,2026-06-03T17:30:00Z,2026-06-03,B8 Academy,ReThink,56663,56595,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2960310,2026-06-03T17:00:00Z,2026-06-03,Gaimin Gladiators,Heroic,52001,49627,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952680,2026-06-03T17:00:00Z,2026-06-03,M80,B8 Esports,52200,56897,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949258,2026-06-03T17:00:00Z,2026-06-03,Tricked,Phantom Esports,49514,56898,Counter Strike 2,28,CCT 2026 Europe Series 3 (Playoffs),Playoffs,829532,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949094,2026-06-03T17:00:00Z,2026-06-03,Heroic Academy,TNC,55433,56112,Counter Strike 2,28,CCT 2026 Europe Series 4 (Play-Ins),Play-Ins,829525,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952679,2026-06-03T14:30:00Z,2026-06-03,TYLOO,SINNERS Esports,49583,49787,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952678,2026-06-03T14:30:00Z,2026-06-03,GamerLegion,BetBoom,49555,52232,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949257,2026-06-03T14:00:00Z,2026-06-03,Johnny Speeds,TNC,53618,56112,Counter Strike 2,28,CCT 2026 Europe Series 3 (Playoffs),Playoffs,829532,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949093,2026-06-03T14:00:00Z,2026-06-03,HyperSpirit,Atreides,56254,56691,Counter Strike 2,28,CCT 2026 Europe Series 4 (Play-Ins),Play-Ins,829525,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952677,2026-06-03T13:30:00Z,2026-06-03,THUNDER dOWNUNDER,BIG,56307,51830,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952676,2026-06-03T13:30:00Z,2026-06-03,Team Liquid,MIBR,51815,51813,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952675,2026-06-03T12:30:00Z,2026-06-03,NRG,Flyquest,51823,53909,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952674,2026-06-03T12:30:00Z,2026-06-03,Sharks,Lynn Vision,49558,49575,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2949092,2026-06-03T11:20:00Z,2026-06-03,The Last Resort,Entropy,53846,51307,Counter Strike 2,28,CCT 2026 Europe Series 4 (Play-Ins),Play-Ins,829525,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949256,2026-06-03T11:10:00Z,2026-06-03,1WIN,Lavked,49786,56847,Counter Strike 2,28,CCT 2026 Europe Series 3 (Playoffs),Playoffs,829532,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955155,2026-06-03T10:30:00Z,2026-06-03,SANGAL 1XALTERS,Navi Junior,55776,53084,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955154,2026-06-03T08:00:00Z,2026-06-03,Prestige Esports,Clutchchain,55623,57369,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2950794,2026-06-03T08:00:00Z,2026-06-03,Young Ninjas,Entropy,49960,51307,Counter Strike 2,28,European Pro League Series 7 (Play-Ins),Play-Ins,829552,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949255,2026-06-03T08:00:00Z,2026-06-03,illwill,ex-Zero Tenacity,56500,56695,Counter Strike 2,28,CCT 2026 Europe Series 3 (Playoffs),Playoffs,829532,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949091,2026-06-03T08:00:00Z,2026-06-03,ENCE,Brazylijski Luz,49553,53508,Counter Strike 2,28,CCT 2026 Europe Series 4 (Play-Ins),Play-Ins,829525,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2957883,2026-06-03T01:00:00Z,2026-06-03,Brahmas,NineFly Esports,56965,56961,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959913,2026-06-03T00:30:00Z,2026-06-03,Xiaoma Gaming,FRZ Unit,53530,56954,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2957882,2026-06-03T00:30:00Z,2026-06-03,F5 Esports,Beyond Limits,56518,56600,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955684,2026-06-02T22:40:00Z,2026-06-02,METANOIA WOLVES,MIBR Academy,56755,51146,Counter Strike 2,28,Gamers Club Serie A: May 2026 (Playoffs),Playoffs,829622,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952672,2026-06-02T19:25:00Z,2026-06-02,BetBoom,Team Liquid,52232,51815,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2955683,2026-06-02T19:00:00Z,2026-06-02,RED Canids Academy,QUINTESSENCIA,54069,57015,Counter Strike 2,28,Gamers Club Serie A: May 2026 (Playoffs),Playoffs,829622,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952673,2026-06-02T18:50:00Z,2026-06-02,BIG,Gaimin Gladiators,51830,52001,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2959912,2026-06-02T18:30:00Z,2026-06-02,ENRAGE,Wingman,49716,53916,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952670,2026-06-02T18:10:00Z,2026-06-02,GamerLegion,Flyquest,49555,53909,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952671,2026-06-02T17:45:00Z,2026-06-02,M80,Sharks,52200,49558,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2959474,2026-06-02T17:00:00Z,2026-06-02,DONSTU ESPORTS,Fire Flux TitanSeat,56796,57133,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949254,2026-06-02T17:00:00Z,2026-06-02,VRSDelivery,Bushido Wildcats,57181,55501,Counter Strike 2,28,CCT 2026 Europe Series 3 (Group Stage),Group Stage,829531,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952669,2026-06-02T16:45:00Z,2026-06-02,SINNERS Esports,NRG,49787,51823,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952668,2026-06-02T16:45:00Z,2026-06-02,MIBR,TYLOO,51813,49583,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952667,2026-06-02T15:30:00Z,2026-06-02,Heroic,Lynn Vision,49627,49575,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952666,2026-06-02T15:30:00Z,2026-06-02,THUNDER dOWNUNDER,B8 Esports,56307,56897,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952664,2026-06-02T14:20:00Z,2026-06-02,BIG,Team Liquid,51830,51815,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952665,2026-06-02T14:00:00Z,2026-06-02,BetBoom,Gaimin Gladiators,52232,52001,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2949253,2026-06-02T14:00:00Z,2026-06-02,Lavked,ASTRAL,56847,56694,Counter Strike 2,28,CCT 2026 Europe Series 3 (Group Stage),Group Stage,829531,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2950795,2026-06-02T13:45:00Z,2026-06-02,CYBERSHOKE Prospects,GenOne,56601,51536,Counter Strike 2,28,European Pro League Series 7 (Play-Ins),Play-Ins,829552,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952662,2026-06-02T13:05:00Z,2026-06-02,GamerLegion,NRG,49555,51823,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952663,2026-06-02T12:50:00Z,2026-06-02,Heroic,Sharks,49627,49558,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952660,2026-06-02T11:55:00Z,2026-06-02,B8 Esports,TYLOO,56897,49583,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952661,2026-06-02T11:45:00Z,2026-06-02,MIBR,THUNDER dOWNUNDER,51813,56307,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2950793,2026-06-02T11:00:00Z,2026-06-02,VRSDelivery,Misa Esports,57181,56375,Counter Strike 2,28,European Pro League Series 7 (Play-Ins),Play-Ins,829552,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949252,2026-06-02T11:00:00Z,2026-06-02,Rebels Gaming,ex-Zero Tenacity,53754,56695,Counter Strike 2,28,CCT 2026 Europe Series 3 (Group Stage),Group Stage,829531,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955153,2026-06-02T10:30:00Z,2026-06-02,FUT Turkuaz,INFURITY Gaming,57368,56594,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2952659,2026-06-02T10:30:00Z,2026-06-02,M80,Lynn Vision,52200,49575,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2952658,2026-06-02T10:30:00Z,2026-06-02,SINNERS Esports,Flyquest,49787,53909,Counter Strike 2,28,IEM Cologne 2026 (Swiss Stage),Swiss Stage,829582,best-of-1,Bo1,1,ESPORTS,PUBLISHED,GRID
2950792,2026-06-02T08:10:00Z,2026-06-02,Brazylijski Luz,Atreides,53508,56691,Counter Strike 2,28,European Pro League Series 7 (Play-Ins),Play-Ins,829552,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955152,2026-06-02T08:00:00Z,2026-06-02,LPH Gaming,Team UNiTY,55228,52065,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959895,2026-06-02T00:30:00Z,2026-06-02,FlyQuest RED,Elisir Esports,52142,51427,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2957881,2026-06-02T00:30:00Z,2026-06-02,Surge,Baatarz,50374,56957,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2957879,2026-06-02T00:30:00Z,2026-06-02,Empire,Clockwork,51841,56967,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2957880,2026-06-02T00:00:00Z,2026-06-02,Omen Esports,Olympus,56778,57080,Counter Strike 2,28,ESEA Advanced Season 57 - NA (Playoffs),Playoffs,829661,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959471,2026-06-01T17:45:00Z,2026-06-01,VP.Prodigy,ReThink,49805,56595,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959470,2026-06-01T17:45:00Z,2026-06-01,Misa Esports,Falcons Force,56375,56628,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959469,2026-06-01T17:45:00Z,2026-06-01,NEW VISION,Banger Gang,57115,56969,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2959468,2026-06-01T17:45:00Z,2026-06-01,QUAZAR,Eternal Premium,51203,56726,Counter Strike 2,28,ESEA Advanced Season 57 - Europe (Playoffs),Playoffs,829662,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949251,2026-06-01T17:10:00Z,2026-06-01,KOLESIE,Lavked,55754,56847,Counter Strike 2,28,CCT 2026 Europe Series 3 (Group Stage),Group Stage,829531,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949250,2026-06-01T14:00:00Z,2026-06-01,Ursa,ex-Zero Tenacity,56021,56695,Counter Strike 2,28,CCT 2026 Europe Series 3 (Group Stage),Group Stage,829531,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955149,2026-06-01T13:30:00Z,2026-06-01,Mana Esports,WRAITH PCIFIC,55694,57118,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955151,2026-06-01T12:10:00Z,2026-06-01,ReThink,STEP,56595,57367,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2949249,2026-06-01T11:00:00Z,2026-06-01,Phantom Esports,VRSDelivery,56898,57181,Counter Strike 2,28,CCT 2026 Europe Series 3 (Group Stage),Group Stage,829531,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2950791,2026-06-01T10:35:00Z,2026-06-01,Entropy,Project 91,51307,57031,Counter Strike 2,28,European Pro League Series 7 (Play-Ins),Play-Ins,829552,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2955150,2026-06-01T08:10:00Z,2026-06-01,Passion UA AC,XEPT,57068,57366,Counter Strike 2,28,United21 Season 50 (Group Stage),Group Stage,829611,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
2950790,2026-06-01T08:00:00Z,2026-06-01,DONSTU ESPORTS,GenOne,56796,51536,Counter Strike 2,28,European Pro League Series 7 (Play-Ins),Play-Ins,829552,best-of-3,Bo3,3,ESPORTS,PUBLISHED,GRID
